2017/8/16 9:30:04,9.559875,96.7610868,927.75332,159.382125,44,95,313
2017/8/16 9:45:04,9.899175,96.7323231,902.300048,161.486625,55,98,339
2017/8/16 10:00:04,9.54525,95.6584783,895.383398,164.5945,32,63,327
2017/8/16 10:15:04,9.723675,95.6009509,933.009974,165.04775,24,74,323
2017/8/16 10:30:04,9.77925,96.1474612,925.816658,160.677125,35,91,329
2017/8/16 10:45:04,9.811425,96.7898505,898.980056,164.918375,34,109,344
2017/8/16 11:00:04,9.6564,96.0611701,916.68668,158.249125,57,105,328
2017/8/16 11:15:04,9.72075,95.1215559,897.32006,160.709625,30,57,342
2017/8/16 11:30:04,9.984,95.2557865,923.326664,159.770625,26,54,325
2017/8/16 11:45:04,10.02495,96.3392192,935.499968,163.91475,71,72,350
2017/8/16 12:00:04,9.852375,95.4858961,892.063406,163.2995,54,103,312
2017/8/16 12:15:04,9.945975,96.3679829,892.616738,159.12325,44,54,334
2017/8/16 12:30:04,9.6213,96.7706747,935.499968,163.396625,33,95,326
2017/8/16 12:45:04,9.84945,96.262516,927.199988,164.7565,33,120,317
2017/8/16 13:00:04,9.9255,95.4858961,893.723402,162.6845,25,51,337
2017/8/16 13:15:04,9.6096,96.7706747,913.090022,160.288625,22,78,333
2017/8/16 13:30:04,9.600825,95.5434235,893.17007,161.1305,80,95,312
2017/8/16 13:45:04,9.518925,95.1311438,921.113336,164.529875,38,50,347
2017/8/16 14:00:04,9.899175,95.1407317,927.476654,159.932625,51,67,310
2017/8/16 14:15:04,9.975225,95.9269395,924.433328,159.155625,40,79,346
2017/8/16 14:30:04,9.559875,95.3133139,919.176674,164.076625,42,63,347
2017/8/16 14:45:04,9.589125,95.2653744,901.47005,161.519,59,59,303
2017/8/16 15:00:04,9.7851,95.111968,942.693284,162.457875,34,88,300
2017/8/16 15:15:04,9.76755,96.1858128,914.473352,162.87875,48,83,324
2017/8/16 15:30:04,9.881625,96.6747957,909.493364,162.6845,47,51,302
2017/8/16 15:45:04,10.0425,96.5405651,932.733308,158.054875,37,104,317
2017/8/16 16:00:04,9.74415,96.8090263,942.96995,164.368,21,100,306
2017/8/16 16:15:04,9.700275,95.3133139,920.560004,164.465125,21,113,319
2017/8/16 16:30:04,10.0425,96.7802626,924.433328,163.493875,56,76,312
